"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","6063.86575"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","4089.263135"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","3326.381668"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1020.008772"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2016","","","","886.710641"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2017","","","","776.8115"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","1540.602582"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","1404.647"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","1378.982"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","2457.503329"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","4115.840388"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","2251.145026"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","1981.533261"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","2.48943"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2016","","","","6.288486"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2017","","","","5.198454"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","5.957492"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","3.588"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","1.604"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","2.972429"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","1.673663"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","6.029174"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","23.653084"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.06952"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0.169306"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0.025402"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","0.308139"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","0.351"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","3.771"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","3.349127"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","0.710758"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","0.612567"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","0.531847"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2015","","","","5.307104"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0.226708"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2017","","","","9.607763"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","54.976264"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","121.056"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","55.575"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","905.252928"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","1056.62822"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","1149.012141"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","742.081503"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","17.681876"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","53.889917"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","80.982066"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","158.666073"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","105.28"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","102.757"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","116.741929"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","108.097684"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","75.582328"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","94.22028"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.225588"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0.291738"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0.127646"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","7.049777"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","5.765"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","6.412"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","18.746174"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","1.998019"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","3.014802"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","1.183478"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.633609"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","6.260199"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","13.329374"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","10.586829"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","13.797"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","5.727"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","5.831837"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","4.580578"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","5.006236"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","17.569381"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.120385"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0.037507"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0.99797"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","0.606144"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","0.394"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","0.447"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","0.760853"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","0.251815"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","1.39942"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","2.094225"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.214564"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2016","","","","1.59792"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2017","","","","4.189683"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","0.315435"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","0.759"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","0.427"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","0.308336"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","0.170649"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","0.184038"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","0.001004"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0.29866"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","4.624772"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","8.141721"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","9.66525"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","12.643"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","4.853"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","4.762648"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","4.158114"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","3.422779"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","15.474152"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","11.01527"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","2.38148"
