"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","459.277294"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","892.832145"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","361.495209"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","330.175"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","249.559"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","271.749967"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","243.776086"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","279.027313"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","365.050815"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2015","","","","295.233753"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2016","","","","124.066096"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2017","","","","139.326928"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","22.286239"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","29.312"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","24.813"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","28.077808"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","23.767162"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","41.620749"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","77.136843"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1797.969674"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","1831.846052"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","1355.479848"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","1246.794817"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","1407.787"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","945.763"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","1211.982131"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","724.639485"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","859.838902"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","996.700001"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","5457.820447"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","4533.313894"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","4622.948444"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","5993.601438"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","4504.52"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","2362.903"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","2444.405596"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","2310.758532"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","4102.498046"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","4268.976455"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2015","","","","633.329544"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2016","","","","627.792191"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2017","","","","637.118681"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","968.332537"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","1051.628"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","886.006"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","911.728186"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","1045.24749"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","1362.635567"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","1404.059683"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","3134.35695"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","2321.253858"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","2617.158196"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","3589.660506"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","3373.819"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","1556.212"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","2221.313208"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","2152.693135"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","1849.804426"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","2042.49591"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2015","","","","2339.109404"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2016","","","","1561.756263"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2017","","","","1938.005194"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","2902.451773"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","2501.557"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","683.086"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","686.947823"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","696.12826"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","585.961904"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","533.08464"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2015","","","","51702"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2016","","","","47089"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2017","","","","46059"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2018","","","","46330.21"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2019","","","","44632.427299"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2020","","","","35547.015545"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","37465.826004"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2022","","","","38868"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2023","","","","42842"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2024","","","","45335"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2025","E","Estimate","","50100"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","247.058567"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","341.286284"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","370.117249"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","278.328361"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","304.59"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","382.395"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","494.665662"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","396.987017"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","334.763194"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","300.377507"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2015","","","","237.275081"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2016","","","","330.768786"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2017","","","","352.325849"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","257.879166"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","285.424"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","367.276"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","453.615698"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2022","E","Estimate","","349.183809"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2023","E","Estimate","","299.745415"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2024","E","Estimate","","264.744336"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1092.985423"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2016","","","","989.513005"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2017","","","","940.060833"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2018","E","Estimate","","1857.648489"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2019","E","Estimate","","1771.977"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2020","E","Estimate","","1685.627"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","012","DZA","Algeria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","3849.802866"
