year,product_sector,value,global_demand_index,demand_growth_rate_pct,demand_3yr_ma,value_std,global_demand_index_std,demand_growth_rate_pct_std,demand_3yr_ma_std,value_minmax,global_demand_index_minmax,demand_growth_rate_pct_minmax,demand_3yr_ma_minmax,value_robust,global_demand_index_robust,demand_growth_rate_pct_robust,demand_3yr_ma_robust
2024,Fuels And Mining Products,47532.404003,0.2517552806243511,-10.135818917946017,53918.805447,0.6735130425169442,0.5688851207510384,-0.48032239966277407,0.851347279639508,0.2271637675837351,0.2516696386425963,0.38634497362422143,0.2718724399723248,3.323171764252569,2.9423463466330833,-0.4978510107403862,3.598584524450292
2015,Integrated Circuits And Electronic Components,295.448317,0.001710364229458,,295.448317,-0.47493207378229535,-0.4846281869259892,-0.04417860417700942,-0.4798637636953816,0.0013045912287162095,0.0015961028112898177,0.44700745750707577,0.001360012515803874,-0.2917880525393731,-0.2802499719101464,0.0,-0.2653572153142106
2016,Integrated Circuits And Electronic Components,125.664016,0.0008147832198717,-57.46666717346709,210.5561665,-0.47905994249178374,-0.4884015350320227,-2.254180187108873,-0.4819712290665645,0.0004927831469934934,0.0007004192960252323,0.13962217129345467,0.0009317591774668809,-0.30478134172839283,-0.29179228241204064,-2.52268066905561,-0.2714742945358658
2017,Integrated Circuits And Electronic Components,143.516611,0.0008831791446153,14.206608676265777,188.209648,-0.4786259025490468,-0.4881133627390317,0.43197911921605814,-0.4825259860567911,0.0005781436945550879,0.0007688230491736139,0.5132354092055686,0.0008190282466155723,-0.3034151145316307,-0.29091079096458405,0.5435262551403581,-0.2730845190759154
2018,Integrated Circuits And Electronic Components,22.601674,0.0001282332323921,-84.25152751133456,97.260767,-0.4815656383315209,-0.49129417351723387,-3.2580188007648223,-0.48478381102796236,0.0,1.3790727969012045e-05,0.0,0.00036022066927349607,-0.312668518612336,-0.3006405865249446,-3.6685460318133702,-0.27963802852197295
2019,Integrated Circuits And Electronic Components,30.071,0.0001880608389315,33.047667177218834,65.39642833333333,-0.4813840408758388,-0.49104210208717053,1.1381012272588726,-0.4855748498922169,3.571389802300751e-05,7.362518220764065e-05,0.6114487082180328,0.0001994754257200237,-0.31209690443956833,-0.29986952415998674,1.3495530949896057,-0.28193407925012187
2020,Integrated Circuits And Electronic Components,25.24,0.0002195584336664,-16.065312094709196,25.97089133333333,-0.48150149421880445,-0.49090939338950346,-0.7025469748579367,-0.48655359708472423,1.2614914078653045e-05,0.00010512638206846238,0.3554361429801072,5.863913801686278e-07,-0.3124666122376536,-0.299463580962664,-0.7515167295179349,-0.2847749677393974
2021,Integrated Circuits And Electronic Components,28.386144,0.0001865058769712,12.46491283676705,27.899048,-0.4814250038171793,-0.49104865360256117,0.36670412749019365,-0.4865057301926585,2.7657913404388336e-05,7.207004227077714e-05,0.5041564238468215,1.0313315771567227e-05,-0.31222584345878807,-0.2998895646181612,0.46901591945944476,-0.2846360304287946
2022,Integrated Circuits And Electronic Components,23.937811,0.0001144440826903,-15.67078994596801,25.854651666666665,-0.48153315359599824,-0.4913522712899134,-0.687761138312468,-0.48655648275873314,6.388616665381486e-06,0.0,0.3574926793344419,0.0,-0.31256626643510355,-0.3008183020478416,-0.7346389388787143,-0.2847833436286347
2023,Integrated Circuits And Electronic Components,41.804787000000005,0.0002124291746699,74.63913889202318,31.37624733333334,-0.4810987640162244,-0.49093943106967297,2.696859599691884,-0.48641940799277855,9.181792566106896e-05,9.799630707707049e-05,0.8282537060735351,2.7854657506845446e-05,-0.31119893868610704,-0.2995554633497459,3.128850288364773,-0.2843854736497967
2024,Integrated Circuits And Electronic Components,77.137847,0.0004085604489311,84.51917240960942,47.626815,-0.4802397315148362,-0.4901130719080274,3.0671418794596983,-0.48601598425550896,0.00026075971527914223,0.0002941500299711534,0.879755625993097,0.00010983349550460825,-0.30849496273656984,-0.2970277098105092,3.5515214558780976,-0.28321450543626475
2015,Iron And Steel,4326.313515000001,0.02504523280624,,4326.313515000001,-0.3769319511267265,-0.3863114727412875,-0.04417860417700942,-0.37979669305742875,0.020577803915625567,0.024933642231362997,0.44700745750707577,0.021694418786144563,0.01668685881046531,0.02049144148642534,0.0,0.02509510098067391
2016,Iron And Steel,3852.047614,0.0249759943851713,-10.96235627297114,4089.1805645,-0.38846250702138035,-0.3866031947208826,-0.5112992314303179,-0.38568356809359805,0.018310144956289236,0.024864395885459762,0.382036459832921,0.020498160038036558,-0.019607863186146206,0.019599091887582243,-0.5332105576710725,0.008007996510710583
2017,Iron And Steel,3727.789742,0.0229402445661538,-3.225761580630349,3968.716957000001,-0.39148351767263256,-0.39518041179195057,-0.22134840128177868,-0.3886741023161233,0.017716017324269438,0.02282841306025546,0.42236521778559516,0.019890460247700914,-0.029117096109325596,-0.006637793736119361,-0.20223642632136773,-0.0006722575064599775
2018,Iron And Steel,2337.68414,0.0132631235006758,-37.29034356036919,3305.8404986666665,-0.425280360982547,-0.43595298965304957,-1.498015231646629,-0.40513014887734045,0.011069354732351582,0.013150184378773938,0.24479584313812233,0.016546463723708354,-0.1354993940230907,-0.13135720482966748,-1.6595307371758048,-0.04843718966936047
2019,Iron And Steel,2890.576,0.018077355177923,23.65126453738957,2985.3499606666664,-0.4118382170671043,-0.41566920539802277,0.7859443864041148,-0.4130863934376284,0.013712956511921913,0.017964967079410667,0.5624678241525023,0.01492969300938985,-0.09318756787118392,-0.0693110512689631,0.9475718196090532,-0.07153079725486863
2020,Iron And Steel,1825.687,0.0158813382759556,-36.8400277314971,2351.3157133333334,-0.43772825493449463,-0.4249216751681044,-1.4811383686852344,-0.4288264260852758,0.008621287310199772,0.015768698827537838,0.24714321672909242,0.011731196076031063,-0.17468162032310072,-0.09761347023341194,-1.6402660740751887,-0.11721744433987251
2021,Iron And Steel,2340.248613,0.0153761680310725,28.184547132120684,2352.170537666667,-0.42521801241562607,-0.42705010706466134,0.9558420098302834,-0.4288052048926174,0.011081616525076223,0.015263470762292262,0.5860985898529434,0.011735508387266974,-0.1353031394865394,-0.10412413957582257,1.1415071785906032,-0.11715584820717
2022,Iron And Steel,2913.196145,0.0139276753631087,24.48233614229258,2359.710586,-0.41128826640500166,-0.4331530357855255,0.8170911520467646,-0.42861802161753304,0.013821112663065354,0.013814812303940065,0.5667999737516864,0.011773545483169875,-0.0914564885914656,-0.12279241408633104,0.9831253432794209,-0.11661253445297184
2023,Iron And Steel,2737.692172,0.013911461589276,-6.024447523082932,2663.71231,-0.41555519423207793,-0.43322134921795474,-0.326237095159272,-0.42107111530951236,0.01298195649363927,0.013798596674324507,0.40777643131724617,0.013307135484087584,-0.1048874940588728,-0.12300137833410016,-0.32196515524662744,-0.09470706241256498
2024,Iron And Steel,2478.648211,0.0131281551820936,-9.462128856172946,2709.8455093333337,-0.4218531820595499,-0.43652165116311437,-0.45507395374543713,-0.41992584899826635,0.011743361524477403,0.013015200612098383,0.38985673616533856,0.013539862497201311,-0.12471166554067632,-0.1330966859311191,-0.4690303225873653,-0.09138283946134626
2015,Machinery And Transport Equipment,19525.69494,0.1130351681126197,,19525.69494,-0.0073980742117055265,-0.015583808594283013,-0.04417860417700942,-0.0024688738430036967,0.09325225382251735,0.11293364861775035,0.44700745750707577,0.09837036347096598,1.1798683613761225,1.15451186339886,0.0,1.1203179189829076
2016,Machinery And Transport Equipment,17238.621193,0.1117721662005561,-11.713149027616632,18382.1580665,-0.06300239157750087,-0.020905209809571626,-0.5394373194568864,-0.030857415626639954,0.08231682021425661,0.1116705021460475,0.37812278198384164,0.09260159120281825,1.0048426940066406,1.138234206684971,-0.5653297250404645,1.037918007955993
2017,Machinery And Transport Equipment,16527.61723,0.1017084137230769,-4.124482782235006,17763.977787666667,-0.08028862472098774,-0.06330678034759411,-0.25503052744192783,-0.04620387019418476,0.07891721989844014,0.10160559779982302,0.4176804292904278,0.08948307239342057,0.9504308311230512,1.0085318629931033,-0.24068402256434304,0.9933737513125193
2018,Machinery And Transport Equipment,15187.010014,0.0861652718496364,-8.111315728964275,16317.749479,-0.11288204205137316,-0.12879464166016288,-0.4044484003611491,-0.08210679009181866,0.07250722930475981,0.0860606769021699,0.39689815655930405,0.08218732010612324,0.8478365562473391,0.8082107666791951,-0.4112420812263075,0.8891627838130632
2019,Machinery And Transport Equipment,13618.94,0.0851714037364261,-10.325073945131324,15111.189081333332,-0.15100563243607928,-0.13298210245096465,-0.4874152686089126,-0.11205990402928624,0.06500964617973194,0.08506669503361643,0.3853584387873585,0.07610061461966063,0.7278349598657503,0.7954017251320722,-0.5059474046600824,0.8022215825975418
2020,Machinery And Transport Equipment,9114.599,0.0792863343873771,-33.07409387221032,12640.183004666667,-0.2605171017607122,-0.15777764304909345,-1.3399993156254033,-0.1734031461062726,0.043472552319475784,0.079180952096116,0.26677400276824126,0.06363519119534185,0.38312579138404046,0.7195545409859032,-1.4791581529077733,0.6241681366766327
2021,Machinery And Transport Equipment,9426.901339,0.0619377010611677,3.426396915541763,10720.146779666667,-0.25292427341636403,-0.23087257472251366,0.027960106523892896,-0.22106844651121638,0.04496579734417985,0.06183033309423081,0.45704110563073963,0.05394923179578338,0.4070257313733936,0.4959641449288024,0.08234515865564972,0.48581596126822657
