country_code,NE.IMP.GNFS.ZS_std,NY.GDP.MKTP.CD_std,NY.GDP.MKTP.KD.ZG_std,NY.GDP.PCAP.CD_std,SP.POP.TOTL_std,TG.VAL.TOTL.GD.ZS_std,country_cluster
ARM,0.0238042740948189,-0.1857202611402369,0.2236541412958806,-0.4926532169967311,-0.1654038970344514,-0.2391808186281862,0
ARM,0.079856150056025,-0.1855178314630394,0.6560680243312621,-0.4861507950415433,-0.1654123563749357,-0.2616578461553803,0
ARM,0.1100661260705513,-0.185304824524324,-0.0184976327527187,-0.4793837974809479,-0.1654170312736243,-0.2506218767947901,0
ARM,0.0353388727103967,-0.1850977965924581,0.0333920332660183,-0.4724824191601136,-0.1654352856399324,-0.3146660148324022,0
ARM,-0.1629387951429917,-0.1855458212005786,-0.0357941882370883,-0.4861175022361973,-0.1654557661484732,-0.4698805718663175,0
ARM,-0.1487323380817066,-0.1855488759497638,-0.5546908472553775,-0.4856346188717764,-0.1654831476979354,-0.3885560855362315,0
ARM,0.1019556489633349,-0.1851326037283783,0.7079576903649866,-0.4718026915622266,-0.1655118649327372,-0.1945248627734681,0
ARM,0.2562232115960382,-0.1847378977946832,0.3101369179930671,-0.4586802465779113,-0.1655350168119572,-0.1101941472879614,0
ARM,0.3505870531733576,-0.1842452588379467,0.7252542451339689,-0.4425768677947926,-0.1655494867364697,-0.0934564880019876,0
ARM,-0.234986694483625,-0.1846599485919501,-1.834635939699919,-0.4557633716393038,-0.1655517128787024,-0.1852434214139209,0
ARM,-0.1017677128606591,-0.1841351301067281,0.4139162499999868,-0.4390468883367379,-0.1655499319649163,-0.0807886351253548,0
ARM,0.2271133524464055,-0.1817449610666117,1.5900820106263245,-0.3633190580318475,-0.1655345715835106,0.2188700211871247,0
ARM,0.6078084180842103,-0.1797629196113848,0.846330132455622,-0.2996191657883577,-0.1655454796804508,0.6101129976444036,0
ARM,1.1364538875428838,-0.1790123940545865,0.4312128052719686,-0.2836801985571975,-0.1653914306379483,1.3099255747482792,0
